CustomerID,Age,Gender,MaritalStatus,Income,Region,PolicyType,PolicyStartYear,PremiumMonthly,ClaimsMade,ClaimsRejected,LastClaimAmount,RenewalStatus,CustomerSatisfaction,NumberOfInquiriesLastYear,HouseType,LifeInsuranceType,HealthInsurancePlan,CustomerFeedbackScore,DigitalPlatformUsage,PolicyUpgradesLastYear,FraudulentClaims,PolicyDurationMonths,CoverDetails,TimeToResolutionDays,ClaimReasons,CommunicationMeans,CustomerServiceFrequency,ServiceNature,PolicyDiscounts,PremiumPaymentFrequency,MissedPayments,VehicleType
135,20,M,Single,46980,Kiambu,Education,2019,107,0,1,700,Not Renewed,5,2,,,,1,Low,1,0,6,Premium,28,Death,Email,4,Complaint,1,Monthly,2,Subaru Forester
24,34,F,Widowed,69060,Busia,Property,2017,164,0,2,100,Not Renewed,5,3,Bungalow,Term,Premium,6,High,0,1,12,Standard,15,Accident,Email,10,Complaint,1,Annually,1,Subaru Forester
39,47,M,Divorced,40540,Nairobi,Agricultural,2018,118,0,2,199,Not Renewed,5,2,Apartment,Term,Premium,5,Medium,1,0,6,Standard,4,Maturity,Email,2,Complaint,1,Quarterly,1,Subaru Forester
23,60,M,Single,50521,Mombasa,Agricultural,2019,103,0,2,199,Not Renewed,4,0,Bungalow,Term,Premium,4,High,1,1,4,Standard,2,Maturity,Email,3,Complaint,0,Semi-Annual,4,Mazda CX-5
135,24,M,Single,47609,Kiambu,Education,2020,183,2,0,512,Not Renewed,1,3,,,Basic,3,High,2,1,14,Comprehensive,20,Drought,Email,4,Feedback,2,Semi-Annual,1,Subaru Forester
178,28,M,Married,50964,Busia,Health,2017,139,3,2,556,Not Renewed,1,2,Bungalow,Term,Premium,7,High,2,0,72,Comprehensive,3,Theft,Text,2,Update,0,Annually,0,Mercedes
151,24,F,Divorced,30708,Eldoret,Motor,2020,169,4,0,1800,Not Renewed,2,0,Bungalow,Term,Premium,1,High,1,0,146,Premium,14,Death,Email,10,Complaint,6,Quarterly,1,Mercedes
93,65,M,Married,73084,Eldoret,Property,2015,120,0,0,0,Not Renewed,4,2,,,,8,Medium,2,1,24,Basic,10,Maturity,Skype,0,Update,10,Semi-Annual,1,Mercedes
10,18,F,Single,42150,Kisumu,Property,2020,128,0,1,0,Not Renewed,4,3,Bungalow,Term,Basic,10,High,0,1,306,Basic,3,Death,Email,6,Update,2,Weekly,1,Toyota Harrier
96,68,M,Married,62731,Eldoret,Property,2020,132,0,1,0,Not Renewed,2,2,,,,8,Medium,2,1,12,Basic,23,Maturity,Skype,0,Update,3,Annually,2,Mercedes
7,31,M,Divorced,60000,Mombasa,Property,2018,125,0,1,0,Renewed,4,0,Bungalow,Whole,Basic,4,High,0,1,31,Standard,2,Accident,Email,10,Update,2,Quarterly,2,Toyota Land Cruiser V8
110,19,M,Married,32020,Eldoret,Property,2020,132,0,2,59,Not Renewed,2,3,,,,8,Medium,2,1,4,Basic,7,Maturity,Skype,0,Update,1,Annually,3,Mercedes
127,36,F,Divorced,59948,Busia,Property,2019,108,4,0,808,Not Renewed,1,0,,,,1,High,2,0,12,Comprehensive,14,Theft,Text,1,Complaint,6,Monthly,2,Subaru Forester
194,20,M,Divorced,78563,Busia,Property,2019,155,4,0,0,Not Renewed,1,2,,,,1,High,2,0,32,Comprehensive,3,Death,Email,3,Complaint,1,Annually,4,Subaru Forester
192,67,M,Single,53400,Eldoret,Agricultural,2018,168,0,2,2500,Not Renewed,4,1,Bungalow,Term,Premium,1,Medium,1,1,228,Comprehensive,16,Maturity,Text,9,Update,5,Annually,5,Subaru Forester
1,36,M,Married,52073,Eldoret,Motor,2021,181,0,0,0,Not Renewed,4,1,,,,10,Medium,2,0,8,Standard,9,Maturity,Phone Call,2,Complaint,0,Annually,0,Subaru Forester
20,53,M,Single,41683,Kisumu,Property,2019,179,1,1,47,Not Renewed,1,1,Bungalow,Term,Premium,10,Medium,0,1,197,Comprehensive,16,Theft,Email,8,Complaint,10,Quarterly,0,Toyota Land Cruiser V8
192,58,M,Single,30746,Kisumu,Property,2019,150,0,2,0,Not Renewed,3,3,Bungalow,Term,Basic,10,Low,1,0,39,Comprehensive,2,Accident,Email,7,Query,5,Quarterly,5,Mercedes
200,36,M,Single,49815,Eldoret,Motor,2017,143,0,1,2200,Not Renewed,3,2,Bungalow,Term,Basic,8,High,1,0,178,Standard,14,Accident,Email,10,Query,13,Quarterly,5,Mercedes
172,30,M,Married,48965,Kiambu,Education,2020,136,0,1,800,Not Renewed,1,1,Bungalow,Term,Premium,2,Medium,2,0,13,Standard,3,Theft,Email,1,Complaint,2,Quarterly,0,Subaru Forester
40,32,M,Married,48965,Kiambu,Education,2020,136,0,1,800,Not Renewed,1,1,Bungalow,Term,Premium,2,Medium,2,0,30,Standard,3,Theft,Email,1,Complaint,2,Quarterly,0,Subaru Forester
25,30,M,Married,47956,Kiambu,Education,2020,136,1,1,800,Not Renewed,1,0,Bungalow,Term,Premium,2,Medium,0,0,30,Standard,3,Theft,Email,1,Complaint,2,Quarterly,0,Subaru Forester
27,31,M,Married,47957,Kiambu,Education,2020,136,0,1,0,Not Renewed,1,0,Bungalow,Term,Premium,2,Medium,0,0,30,Standard,3,Theft,Email,1,Complaint,2,Quarterly,0,Subaru Forester
45,32,M,Married,47958,Kiambu,Education,2020,136,0,1,0,Not Renewed,1,0,Bungalow,Term,Premium,2,Medium,0,0,30,Standard,3,Theft,Email,1,Complaint,2,Quarterly,0,Subaru Forester
79,18,F,Divorced,32400,Busia,Property,2021,108,0,0,0,Not Renewed,5,0,Bungalow,Term,Basic,6,Medium,0,0,126,Basic,10,Property Damage,Phone Call,1,Update,25,Annually,0,Mazda CX-5
200,19,F,Single,48367,Kiambu,Property,2015,114,3,2,280,Not Renewed,1,2,Bungalow,Term,Premium,8,Medium,0,0,11,Comprehensive,21,Accident,Email,1,Query,7,Weekly,5,Subaru Forester
200,19,F,Single,78364,Kisumu,Motor,2015,176,2,1,250,Not Renewed,1,2,Bungalow,Term,Premium,4,Medium,1,0,22,Comprehensive,21,Theft,Phone Call,7,Query,12,Annually,5,Mercedes
105,34,M,Single,67285,Kisumu,Agricultural,2017,179,0,0,1000,Not Renewed,5,1,Bungalow,Term,Premium,8,Medium,0,0,268,Basic,19,Death,Email,4,Update,29,Annually,2,Mercedes
123,45,M,Single,76000,Kisumu,Property,2019,188,0,1,1000,Not Renewed,5,3,Bungalow,Term,Basic,5,Medium,1,0,30,Comprehensive,10,Accident,Email,3,Query,9,Quarterly,1,Mercedes
1,20,M,Single,48539,Narok,Property,2016,170,4,1,360,Not Renewed,4,1,Bungalow,Term,Premium,4,High,1,0,41,Premium,20,Health Issue,Skype,2,Complaint,3,Annually,3,Subaru Forester
2,19,M,Single,48540,Narok,Property,2021,171,4,0,600,Not Renewed,4,1,Bungalow,Term,Premium,4,High,1,1,82,Premium,21,Health Issue,Skype,5,Complaint,2,Annually,3,Subaru Forester
3,20,M,Divorced,48541,Kiambu,Property,2021,184,4,0,500,Not Renewed,4,2,Bungalow,Term,Premium,4,High,1,1,83,Premium,21,Health Issue,Skype,3,Complaint,1,Quarterly,3,Mercedes
4,20,M,Single,48542,Kiambu,Property,2021,183,4,0,700,Not Renewed,4,2,Bungalow,Term,Premium,4,High,1,1,84,Premium,20,Health Issue,Skype,1,Complaint,2,Annually,3,Subaru Forester
150,34,M,Single,68879,Eldoret,Motor,2020,189,1,2,34,Not Renewed,3,0,,,,1,High,1,0,12,Standard,2,Health Issue,Skype,4,Complaint,12,Semi-Annual,1,Mazda CX-5
200,39,M,Single,56487,Nairobi,Property,2018,198,0,0,400,Not Renewed,4,2,Bungalow,Term,Basic,7,High,0,1,232,Standard,5,Accident,Email,7,Update,17,Quarterly,5,Mercedes
159,28,M,Divorced,36044,Busia,Property,2021,173,0,1,0,Not Renewed,5,1,,Term,Basic,2,Medium,2,0,11,Comprehensive,11,Maturity,Email,6,Complaint,10,Weekly,1,Subaru Forester
105,42,F,Single,69837,Nairobi,Property,2017,157,2,1,2200,Not Renewed,1,2,Bungalow,Term,Premium,10,High,0,0,32,Comprehensive,11,Theft,Email,8,Query,11,Annually,5,Subaru Forester
82,19,M,Divorced,36034,Kiambu,Education,2017,158,2,1,420,Not Renewed,1,1,Bungalow,Term,Premium,9,High,1,0,93,Basic,13,Theft,Email,2,Complaint,1,Annually,2,Mercedes
167,20,F,Single,59483,Kisumu,Property,2019,123,4,0,1000,Not Renewed,2,2,Bungalow,Term,Premium,8,High,1,1,41,Comprehensive,16,Theft,Skype,2,Update,2,Annually,5,Mercedes
103,27,M,Divorced,42976,Eldoret,Property,2021,138,2,2,500,Not Renewed,5,3,Bungalow,Term,Premium,1,High,1,0,22,Comprehensive,10,Death,Email,4,Complaint,0,Weekly,3,Mercedes
126,18,M,Divorced,34507,Kiambu,Motor,2019,162,3,0,2,Not Renewed,1,2,Bungalow,Whole,,1,Medium,1,0,68,Standard,3,Death,Skype,2,Complaint,1,Monthly,2,Subaru Forester
107,28,M,Single,49835,Kisumu,Property,2016,182,0,1,400,Not Renewed,4,1,Apartment,Term,Basic,8,High,2,0,32,Standard,9,Death,Email,8,Update,5,Quarterly,5,Mercedes
192,57,F,Single,30843,Kisumu,Property,2016,167,1,1,2400,Not Renewed,2,1,Bungalow,Whole,Basic,10,Medium,2,0,73,Comprehensive,15,Accident,Email,8,Update,9,Quarterly,5,Mercedes
135,20,F,Single,48976,Eldoret,Property,2021,119,1,1,50,Not Renewed,1,1,Bungalow,Term,Premium,2,High,1,1,77,Standard,4,Theft,Text,4,Update,0,Weekly,1,Mercedes
125,60,M,Widowed,39874,Busia,Property,2017,120,0,1,800,Not Renewed,1,0,Rental,Term,Premium,8,Medium,1,1,431,Comprehensive,4,Accident,Email,3,Query,29,Quarterly,3,Mercedes
90,28,M,Single,37641,Kisumu,Property,2015,179,4,0,2000,Not Renewed,2,2,Bungalow,Term,Premium,4,Medium,0,1,58,Comprehensive,19,Accident,Phone Call,2,Feedback,7,Quarterly,5,Mercedes
165,28,M,Single,49037,Kisumu,Property,2018,177,2,2,1600,Not Renewed,1,0,Apartment,Term,Basic,10,High,2,0,98,Basic,2,Accident,Email,9,Query,1,Quarterly,5,Mercedes
164,29,M,Widowed,30758,Kisumu,Agricultural,2017,133,1,1,470,Not Renewed,3,3,Bungalow,Term,Basic,4,High,1,1,175,Comprehensive,14,Theft,Email,7,Query,1,Quarterly,3,Toyota Land Cruiser V8
100,53,M,Single,42687,Kisumu,Education,2019,108,3,2,2500,Not Renewed,2,1,Bungalow,Term,Basic,9,Medium,0,1,179,Standard,9,Accident,Email,5,Query,15,Weekly,5,Mercedes
126,55,F,Divorced,43078,Eldoret,Health,2019,121,1,0,0,Not Renewed,4,3,Bungalow,Term,Basic,5,High,2,0,106,Comprehensive,6,Death,Skype,0,Query,1,Annually,5,Nissan X-Trail
1,19,M,Married,52627,Eldoret,Motor,2020,185,1,1,0,Not Renewed,4,3,Bungalow,Whole,Basic,1,Medium,1,1,36,Standard,3,Maturity,Email,10,Feedback,6,Weekly,4,Mercedes
109,24,M,Divorced,36885,Kisumu,Motor,2021,178,0,1,0,Not Renewed,2,2,,,,5,Low,1,1,24,Comprehensive,10,Property Damage,In-Person,3,Complaint,0,Monthly,1,Mazda CX-5
101,45,M,Single,68239,Kisumu,Property,2021,178,3,2,480,Not Renewed,1,3,Bungalow,Term,Premium,8,Medium,0,1,398,Comprehensive,22,Accident,Email,6,Query,23,Annually,1,Mercedes
26,58,M,Single,30794,Nairobi,Property,2018,126,4,0,20,Not Renewed,4,1,Bungalow,Term,Basic,3,Medium,0,1,120,Comprehensive,4,Theft,Email,6,Update,11,Quarterly,3,Mercedes
104,25,F,Single,68793,Busia,Property,2018,104,1,0,15,Not Renewed,3,1,Bungalow,Term,Premium,6,Medium,1,1,22,Comprehensive,11,Accident,Email,2,Complaint,10,Quarterly,1,Mercedes
123,47,F,Single,56809,Busia,Property,2020,163,0,1,2000,Not Renewed,1,1,Bungalow,Term,Premium,6,Medium,0,1,223,Basic,28,Theft,Skype,1,Update,2,Quarterly,4,Mercedes
200,18,M,Single,43967,Kiambu,Property,2021,159,4,0,0,Not Renewed,2,2,,,Basic,5,High,2,0,28,Comprehensive,2,Death,Skype,1,Complaint,2,Quarterly,2,Toyota Harrier
126,46,M,Single,37059,Eldoret,Property,2020,184,3,2,2000,Not Renewed,1,2,Bungalow,Term,Basic,9,High,1,0,54,Standard,21,Drought,Skype,2,Update,10,Quarterly,5,Mercedes
105,43,F,Widowed,76982,Narok,Property,2018,164,1,2,2000,Not Renewed,5,1,Bungalow,Term,Premium,9,Medium,2,1,63,Comprehensive,8,Theft,Email,0,Query,0,Annually,5,Mercedes
25,18,F,Widowed,40396,Busia,Health,2020,172,3,2,0,Not Renewed,2,3,Rental,Term,Premium,9,Medium,2,0,13,Standard,3,Death,Text,4,Complaint,1,Quarterly,1,Subaru Forester
124,18,M,Divorced,56790,Kiambu,Property,2018,123,3,1,121,Not Renewed,1,1,Bungalow,Whole,Basic,1,High,1,0,122,Standard,9,Death,Email,1,Complaint,2,Quarterly,2,Toyota Harrier
1,26,M,Single,45379,Busia,Livestock,2021,186,4,1,0,Not Renewed,1,2,Bungalow,Whole,,1,Medium,0,1,4,Standard,4,Health Issue,Email,0,Complaint,0,Annually,1,Subaru Forester
126,43,M,Single,50978,Busia,Property,2021,125,2,1,2000,Not Renewed,3,3,Apartment,Term,Basic,5,Medium,1,0,222,Comprehensive,11,Theft,Phone Call,4,Complaint,11,Annually,5,Mercedes
176,54,F,Widowed,32908,Nairobi,Agricultural,2015,168,2,2,500,Not Renewed,1,0,Bungalow,Term,Basic,1,Medium,1,0,194,Standard,26,Death,Email,9,Update,12,Annually,1,Subaru Forester
197,46,F,Single,50283,Eldoret,Property,2016,116,1,0,0,Not Renewed,2,0,Bungalow,Term,Premium,8,Medium,1,1,188,Comprehensive,4,Accident,Phone Call,7,Update,2,Quarterly,3,Toyota Harrier
200,45,M,Widowed,36897,Kiambu,Property,2019,163,4,2,2200,Not Renewed,1,0,Bungalow,Term,Basic,3,High,0,0,306,Standard,3,Theft,Email,1,Complaint,2,Weekly,3,Subaru Forester
129,34,M,Married,63907,Kiambu,Property,2015,180,3,2,0,Not Renewed,2,2,,,,1,High,2,1,30,Basic,5,Theft,Email,1,Complaint,9,Monthly,3,Mazda CX-5
62,40,M,Single,57839,Mombasa,Property,2019,142,1,1,185,Not Renewed,4,0,Bungalow,Term,Premium,4,Medium,1,0,78,Comprehensive,14,Accident,Phone Call,1,Update,8,Quarterly,1,Toyota Harrier
185,37,F,Single,60294,Eldoret,Property,2019,142,4,2,270,Not Renewed,5,1,Apartment,Term,Basic,4,High,2,0,46,Standard,2,Theft,Skype,5,Update,13,Annually,5,Mazda CX-5
105,47,M,Single,32689,Kisumu,Health,2019,146,2,2,1500,Not Renewed,1,0,Bungalow,Term,Basic,9,Medium,1,0,165,Standard,26,Drought,Email,3,Query,8,Annually,5,Mercedes
200,19,M,Divorced,32624,Eldoret,Motor,2021,131,4,2,587,Not Renewed,2,1,Bungalow,Whole,,2,High,2,1,81,Comprehensive,4,Maturity,Text,3,Complaint,2,Annually,2,Mazda CX-5
200,18,M,Single,34975,Kisumu,Property,2016,174,1,1,1600,Not Renewed,2,1,Bungalow,Term,Basic,6,Medium,1,0,168,Standard,13,Theft,Email,2,Query,2,Weekly,2,Mercedes
167,39,M,Single,50204,Nairobi,Property,2018,181,3,1,1200,Not Renewed,4,2,Bungalow,Whole,Basic,8,Low,2,1,208,Comprehensive,13,Theft,Email,1,Update,7,Quarterly,5,Mercedes
22,22,F,Divorced,72001,Turkana,Property,2020,153,0,1,0,Not Renewed,2,1,Apartment,Whole,Basic,9,High,0,1,20,Basic,22,Theft,Phone Call,3,Update,1,Annually,0,Subaru Forester
119,41,M,Divorced,41000,Kiambu,Education,2019,172,0,1,1000,Renewed,4,0,Apartment,Whole,Premium,7,Medium,1,1,14,Comprehensive,16,Theft,Text,0,Update,3,Weekly,2,Mazda CX-5
154,57,M,Widowed,36783,Eldoret,Property,2016,195,0,2,0,Renewed,4,1,Bungalow,Whole,Basic,7,Low,1,1,13,Comprehensive,11,Theft,Email,1,Update,2,Monthly,0,Mercedes
187,52,F,Divorced,37917,Kisumu,Education,2018,151,0,1,0,Renewed,3,0,Apartment,Whole,Premium,6,Low,1,1,20,Comprehensive,22,Theft,Email,0,Update,1,Annually,2,Toyota Land Cruiser V8
115,57,M,Widowed,48000,Nairobi,Education,2018,132,2,0,1000,Renewed,4,0,Apartment,Whole,Basic,8,High,1,1,13,Basic,16,Theft,Text,1,Update,5,Monthly,0,Toyota Land Cruiser V8
137,28,M,Divorced,69540,Eldoret,Property,2021,138,0,0,0,Not Renewed,2,0,Bungalow,Term,Premium,1,High,1,0,168,Standard,12,Health Issue,In-Person,6,Feedback,22,Monthly,4,Subaru Forester
140,32,F,Single,68957,Kiambu,Property,2015,197,2,2,300,Not Renewed,5,2,Bungalow,Term,Basic,9,High,1,0,44,Comprehensive,6,Theft,Skype,2,Query,15,Weekly,4,Toyota Harrier
94,56,F,Single,32001,Kiambu,Livestock,2018,127,2,0,1200,Not Renewed,1,2,Bungalow,Term,Premium,7,Medium,1,0,14,Comprehensive,15,Property Damage,Email,2,Complaint,1,Weekly,1,Mercedes
106,25,M,Single,59783,Eldoret,Property,2019,146,4,2,0,Not Renewed,5,2,Bungalow,Term,Premium,9,Medium,2,0,6,Basic,2,Theft,Email,1,Query,5,Weekly,3,Mazda CX-5
150,68,M,Single,43271,Eldoret,Education,2020,190,0,1,129,Not Renewed,1,0,Apartment,Term,Premium,5,High,1,0,19,Comprehensive,8,Accident,Email,9,Complaint,15,Quarterly,1,Subaru Forester
200,21,F,Single,45379,Eldoret,Agricultural,2016,187,1,1,400,Not Renewed,2,2,Bungalow,Term,Basic,8,Medium,0,1,228,Comprehensive,12,Theft,Skype,5,Update,10,Annually,5,Subaru Forester
196,30,F,Married,52687,Kiambu,Education,2019,146,1,1,278,Not Renewed,3,1,,,,7,High,2,1,14,Comprehensive,13,Health Issue,Skype,7,Complaint,3,Annually,1,Mercedes
36,63,F,Married,52687,Kiambu,Education,2019,146,1,1,626,Not Renewed,3,1,,,,7,High,2,1,14,Comprehensive,13,Health Issue,Skype,7,Complaint,3,Annually,1,Mercedes
23,59,F,Married,52687,Kiambu,Education,2019,146,1,1,626,Not Renewed,3,1,,,,7,High,2,1,14,Comprehensive,13,Health Issue,Skype,7,Complaint,3,Annually,1,Mercedes
184,32,M,Single,50796,Kisumu,Health,2020,122,0,0,2000,Not Renewed,1,1,Bungalow,Term,Premium,4,Medium,1,0,58,Basic,19,Death,Skype,4,Update,5,Annually,5,Mercedes
109,35,F,Divorced,47628,Eldoret,Education,2021,160,3,1,66,Not Renewed,1,1,Bungalow,Term,Premium,8,High,1,0,86,Premium,22,Accident,Skype,10,Complaint,4,Weekly,1,Subaru Forester
190,35,F,Single,74268,Kisumu,Property,2021,146,2,1,2700,Not Renewed,4,3,Bungalow,Term,Premium,5,Medium,1,0,240,Comprehensive,3,Accident,Email,3,Query,13,Weekly,4,Mercedes
157,60,M,Single,49238,Kisumu,Property,2019,139,0,1,2000,Not Renewed,4,1,Bungalow,Term,Premium,2,High,1,1,56,Comprehensive,25,Theft,Email,7,Update,10,Annually,5,Mercedes
125,36,M,Single,48097,Mombasa,Health,2019,157,2,0,28,Not Renewed,1,2,Bungalow,Term,Premium,9,Medium,1,1,284,Basic,2,Theft,Skype,1,Update,4,Annually,5,Mercedes
96,18,M,Widowed,60254,Eldoret,Property,2021,103,1,2,700,Not Renewed,1,1,Bungalow,Term,,1,High,0,1,9,Premium,21,Health Issue,Skype,1,Feedback,1,Weekly,1,Subaru Forester
129,64,F,Single,58373,Eldoret,Property,2017,111,3,2,390,Not Renewed,1,1,Bungalow,Term,Premium,3,High,2,0,356,Comprehensive,15,Theft,Skype,1,Update,6,Annually,5,Mercedes
21,35,M,Single,60984,Kisumu,Property,2017,176,2,1,1000,Not Renewed,1,1,Apartment,Term,Basic,1,Medium,0,0,55,Comprehensive,10,Accident,Email,5,Update,2,Annually,2,Mercedes
96,52,F,Divorced,37814,Eldoret,Property,2018,105,2,2,2700,Not Renewed,3,2,Apartment,Term,Basic,8,High,0,0,120,Comprehensive,12,Accident,Email,6,Query,16,Quarterly,5,Mercedes
132,56,M,Single,79400,Mombasa,Property,2018,100,3,1,2000,Not Renewed,2,1,Apartment,Term,Basic,5,High,1,0,350,Standard,14,Accident,Email,5,Query,1,Quarterly,4,Mercedes
125,31,F,Single,39684,Kiambu,Health,2021,174,1,0,0,Not Renewed,3,1,,,,1,High,1,0,18,Standard,10,Maturity,Email,10,Complaint,0,Annually,1,Subaru Forester
178,42,M,Single,39065,Kiambu,Property,2015,103,2,2,2500,Not Renewed,1,1,Apartment,Term,Premium,8,High,1,1,289,Standard,17,Accident,Email,2,Query,1,Annually,5,Toyota Harrier
103,56,F,Single,68942,Eldoret,Agricultural,2017,124,3,2,1800,Not Renewed,2,2,Bungalow,Term,Basic,9,High,2,0,347,Comprehensive,25,Theft,Email,10,Complaint,19,Quarterly,5,Mercedes
200,46,M,Single,38951,Busia,Education,2021,140,1,0,15,Not Renewed,1,2,Apartment,Term,,3,Medium,1,0,70,Basic,3,Drought,Phone Call,2,Complaint,10,Monthly,1,Toyota Land Cruiser V8
20,48,M,Single,35629,Busia,Health,2017,180,2,2,434,Not Renewed,5,1,Rental,Term,Premium,9,Medium,1,0,22,Basic,23,Theft,Skype,1,Update,8,Weekly,1,Mercedes
108,34,M,Single,58672,Kiambu,Livestock,2020,139,4,0,0,Not Renewed,1,1,,,Basic,1,Low,2,1,82,Basic,18,Maturity,Email,6,Complaint,1,Weekly,1,Subaru Forester
86,24,M,Widowed,60200,Kiambu,Livestock,2021,135,2,0,22,Not Renewed,1,1,,,Basic,1,High,2,1,11,Basic,15,Maturity,Email,7,Complaint,1,Weekly,1,Subaru Forester
57,30,M,Single,53800,Kiambu,Health,2018,132,2,0,86,Not Renewed,1,2,,,Basic,1,Medium,2,1,5,Standard,2,Maturity,Skype,2,Complaint,1,Weekly,0,Subaru Forester
92,41,M,Married,47900,Kiambu,Health,2018,134,0,0,0,Not Renewed,1,2,,,Basic,1,Medium,2,1,4,Standard,2,Maturity,Skype,7,Complaint,1,Weekly,0,Subaru Forester
89,23,M,Divorced,39800,Kisumu,Health,2021,142,0,0,0,Not Renewed,1,2,,,Basic,1,Medium,2,1,11,Standard,2,Maturity,Skype,3,Complaint,1,Weekly,0,Subaru Forester
165,20,M,Divorced,38974,Turkana,Education,2021,106,3,0,405,Not Renewed,4,2,Bungalow,Term,Premium,1,High,2,1,30,Comprehensive,2,Property Damage,Skype,10,Update,1,Monthly,1,Mazda CX-5
200,18,M,Divorced,36597,Turkana,Property,2021,114,3,1,950,Renewed,3,1,Bungalow,Whole,,4,High,1,1,37,Comprehensive,2,Property Damage,Email,1,Update,8,Quarterly,3,Subaru Forester
8,42,M,Married,57309,Eldoret,Property,2021,116,0,0,0,Not Renewed,5,1,Bungalow,Term,Basic,6,High,1,1,10,Standard,3,Accident,Skype,5,Feedback,27,Semi-Annual,1,Subaru Forester
196,38,F,Single,40755,Eldoret,Property,2018,165,2,2,450,Not Renewed,4,3,Bungalow,Term,Premium,7,Medium,2,0,92,Comprehensive,19,Theft,Email,3,Query,0,Annually,2,Mercedes
109,25,F,Widowed,64387,Kisumu,Property,2021,178,0,0,2200,Not Renewed,1,1,Bungalow,Term,Basic,7,Medium,0,1,120,Standard,10,Theft,Email,2,Update,30,Annually,5,Mercedes
198,50,M,Single,34267,Eldoret,Property,2018,125,0,1,2000,Not Renewed,2,3,Bungalow,Whole,Premium,8,Medium,2,0,52,Comprehensive,11,Accident,Email,1,Query,1,Weekly,5,Mercedes
90,35,F,Single,68741,Eldoret,Health,2016,108,3,1,220,Not Renewed,2,0,Bungalow,Term,Premium,6,Medium,1,0,190,Standard,13,Accident,Email,0,Query,2,Quarterly,1,Subaru Forester
